sitear	neighbourhood	organisat	governorateor	districtor	photo	environment	governorate	district	phone	householdnum	household	men	women	boys	girls	individual	water_access	water_quality	electric	openelement	damage	hazards	mines	fighting	geo	Improvised_Shelter	Tent	Individual_mud_building	Individual_mix_building	Individual_concrete_building	Shop	Apartment_block	Under_construction	opensite	abandonned	unfinished	class	accom	cluster	scoreclass	longitude	latitude
«„«„ ⁄»«”	ﬁ—» Ã«„⁄ ’·«Õ «·œÌ‰	iom	Diyala	Khanaqin	1413556657313.jpg	city_centre	Diyala	Khanaqin	7700922225	5-Apr	5	5	7	6	3	21	3.Minor	3.Minor	2.Moderate	2.Moderate	4.None	2.Moderate	4.None	4.None	"34.3447123797938,45.3607919615579"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	3.Medium	45.36079196	34.34471238
—“ﬂ«—Ï	„”Ì—Ìﬂ	iom	Dahuk	Sumel	1413451239268.jpg	city_suburb	Dahuk	Sumel	7503677309	d. 6-7	5	7	7	7	5	26	4.None	3.Minor	4.None	1.Major	4.None	4.None	4.None	4.None	"36.8620177559054,42.8106490829423"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.81064908	36.86201776
Holli Bonakan	Daniel Metran	iom	Erbil	Koisnjaq	1413203696157.jpg	town	Erbil	Koisnjaq	7501132956	5-Apr	51	70	60	40	35	205	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"36.0889947314202,44.6547094085497"	0	0	0	0	0	0	1	0	No	Yes	No	c. 100-249	 Appart	Cluster 1	4.Low	44.65470941	36.08899473
—“ﬂ«—Ï	„”Ì—Ìﬂ	iom	Dahuk	Sumel	1413452076374.jpg	city_suburb	Dahuk	Sumel	7702829702	d. 6-7	5	7	6	10	7	30	4.None	4.None	4.None	1.Major	3.Minor	4.None	4.None	4.None	"36.8620827154334,42.8127159140804"	0	0	0	0	0	0	1	0	No	Yes	No	a. 0-49	 Appart	Cluster 1	3.Medium	42.81271591	36.86208272
”Ï ﬂ—«	„”Ì—Ìﬂ	iom	Dahuk	Sumel	1413453769152.jpg	city_suburb	Dahuk	Sumel	7507871355	5-Apr	29	41	36	28	24	129	3.Minor	3.Minor	3.Minor	1.Major	4.None	4.None	4.None	4.None	"36.8454274192572,42.8198354768436"	0	0	0	1	0	0	0	1	No	Yes	Yes	c. 100-249	Unfinished Concrete 	Cluster 1	3.Medium	42.81983548	36.84542742
”Ï ﬂ—«	„”Ì—Ìﬂ	iom	Dahuk	Sumel	1413454948967.jpg	city_suburb	Dahuk	Sumel	7701727546	d. 6-7	41	53	72	79	52	256	3.Minor	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.8416293894923,42.8180950599563"	0	0	0	1	0	0	0	1	No	Yes	Yes	d. 250-499	Unfinished Concrete 	Cluster 1	4.Low	42.81809506	36.84162939
”Ï ﬂ—«	„”Ì—Ìﬂ	iom	Dahuk	Sumel	1413457529617.jpg	city_suburb	Dahuk	Sumel	7507958956	e. 8-10	27	54	53	50	47	204	3.Minor	3.Minor	3.Minor	1.Major	3.Minor	4.None	4.None	4.None	"36.8398966908335,42.8192295847876"	0	0	0	1	0	0	0	1	No	Yes	Yes	c. 100-249	Unfinished Concrete 	Cluster 1	2.High	42.81922958	36.83989669
»«“·«‰	„”Ì—Ìﬂ	iom	Dahuk	Sumel	1413460616653.jpg	city_suburb	Dahuk	Sumel	7708395005	5-Apr	8	10	10	9	6	35	3.Minor	3.Minor	3.Minor	1.Major	4.None	4.None	4.None	4.None	"36.8618321734391,42.8081583666258"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.80815837	36.86183217
»«“·«‰	„”Ì—Ìﬂ	iom	Dahuk	Sumel	1413461679368.jpg	city_suburb	Dahuk	Sumel	7507971825	d. 6-7	9	10	13	13	12	48	4.None	4.None	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"36.8560549056709,42.8081613387944"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.80816134	36.85605491
‘Ì·«‰	„”Ì—Ìﬂ	iom	Dahuk	Sumel	1413463418414.jpg	city_suburb	Dahuk	Sumel	7508295974	e. 8-10	5	10	15	9	9	43	3.Minor	3.Minor	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"36.8599640949041,42.8206220576563"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.82062206	36.85996409
»Œ Ì«—Ì	„‘—Ê⁄ «·„Ì«Â	iom	Diyala	Khanaqin	1413458222559.jpg	city_suburb	Diyala	Khanaqin	7721894279	d. 6-7	5	8	6	5	11	30	2.Moderate	3.Minor	3.Minor	1.Major	4.None	2.Moderate	1.Major	1.Major	"34.3132759137182,45.3662335571197"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 5	1.Extreme	45.36623356	34.31327591
»Œ Ì«—Ì	„‘—Ê⁄ «·„Ì«Â	iom	Diyala	Khanaqin	1413458795390.jpg	city_suburb	Diyala	Khanaqin	7705316470	5-Apr	5	5	7	3	4	19	3.Minor	3.Minor	3.Minor	1.Major	4.None	2.Moderate	1.Major	1.Major	"34.3134642643649,45.3666098637647"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 5	1.Extreme	45.36660986	34.31346426
»Œ Ì«—Ì	„‘—Ê⁄ «·„Ì«Â	iom	Diyala	Khanaqin	1413459110648.jpg	city_suburb	Diyala	Khanaqin	7705457312	5-Apr	5	7	6	3	2	18	2.Moderate	2.Moderate	2.Moderate	1.Major	2.Moderate	1.Major	1.Major	1.Major	"34.3132898329049,45.3669354416138"	0	0	0	1	0	1	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete Shop 	Cluster 5	1.Extreme	45.36693544	34.31328983
Malwanay Taher Tofiq	Zanko	iom	Erbil	Koisnjaq	1413206062190.jpg	town	Erbil	Koisnjaq	7507201936	d. 6-7	12	15	16	16	14	61	4.None	4.None	1.Major	2.Moderate	4.None	4.None	4.None	4.None	"36.0869299265701,44.6515267451356"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	5.None	44.65152675	36.08692993
⁄·Ì«Ê«	„ﬁ»—… ‘ÌŒ —ÕÌ„	iom	Diyala	Khanaqin	1413463154422.jpg	city_suburb	Diyala	Khanaqin	7713048169	5-Apr	5	9	5	5	4	23	3.Minor	2.Moderate	3.Minor	2.Moderate	3.Minor	3.Minor	1.Major	1.Major	"34.3523583699059,45.3500949901044"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 5	1.Extreme	45.35009499	34.35235837
⁄·Ì«Ê«	„ﬁ»—… ‘ÌŒ —ÕÌ„	iom	Diyala	Khanaqin	1413463818096.jpg	city_suburb	Diyala	Khanaqin	7700794349	5-Apr	5	6	8	6	3	23	4.None	4.None	3.Minor	3.Minor	4.None	4.None	1.Major	1.Major	"34.3515380309895,45.3495152755484"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 5	2.High	45.34951528	34.35153803
«·Ï «ÊÂ	ﬁ—» „ﬁ»—…	iom	Diyala	Khanaqin	1413463314398.jpg	city_centre	Diyala	Khanaqin	7706876277	5-Apr	6	8	7	6	7	28	2.Moderate	3.Minor	1.Major	1.Major	4.None	4.None	4.None	4.None	"34.3520391987746,45.3508315792477"	0	0	1	0	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Mix 	Cluster 2	3.Medium	45.35083158	34.3520392
999	»Ì‘Â ”«“Ì	frc	Dahuk	Zakho	1413443197943.jpg	city_centre	Dahuk	Zakho	7507573117	e. 8-10	9	15	20	27	16	78	4.None	4.None	3.Minor	3.Minor	3.Minor	4.None	4.None	4.None	"37.1582489924655,42.6980947275755"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 1	4.Low	42.69809473	37.15824899
999	»Ì‘Â ”«“Ì 	frc	Dahuk	Zakho	1413443608235.jpg	city_centre	Dahuk	Zakho	7507780629	d. 6-7	9	12	15	18	13	58	4.None	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	"37.1589440957711,42.6985927771616"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 1	4.Low	42.69859278	37.1589441
999	»Ì‘Â ”«“Ì	frc	Dahuk	Zakho	1413444595169.jpg	city_centre	Dahuk	Zakho	7503228371	d. 6-7	14	18	19	19	15	71	3.Minor	4.None	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1670673553327,42.7047629608478"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	3.Medium	42.70476296	37.16706736
»‰«Ì… «»Ê Â«‘„	»Ì‘Â ”«“Ì	frc	Dahuk	Zakho	1413445225209.jpg	city_centre	Dahuk	Zakho	7510305090	d. 6-7	11	20	15	13	12	60	4.None	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	"37.1660315970697,42.7092354686255"	0	0	0	1	0	0	0	1	No	Yes	Yes	b. 50-99	Unfinished Concrete 	Cluster 1	4.Low	42.70923547	37.1660316
999	»Ì‘Â ”«“Ì	frc	Dahuk	Zakho	1413445903103.jpg	city_centre	Dahuk	Zakho	7507868792	e. 8-10	5	12	13	10	7	42	4.None	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	"37.1634875527737,42.7057952470134"	0	0	0	0	0	1	0	1	No	Yes	Yes	a. 0-49	Unfinished Shop 	Cluster 1	4.Low	42.70579525	37.16348755
999	«Ì«“	frc	Dahuk	Zakho	1413447492218.jpg	city_centre	Dahuk	Zakho	7508804595	d. 6-7	8	9	9	11	15	44	3.Minor	4.None	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.168771003879,42.7002632167027"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.70026322	37.168771
ÕÃÌ ÌÊ‰”	«Ì«“	frc	Dahuk	Zakho	1413448232174.jpg	city_centre	Dahuk	Zakho	7507857946	d. 6-7	10	18	14	15	15	62	2.Moderate	4.None	1.Major	2.Moderate	3.Minor	4.None	4.None	4.None	"37.172006779427,42.7044893878326"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	4.Low	42.70448939	37.17200678
⁄‰ﬂ«Ê« „Ê· 	ÕÌ 108	iom	Erbil	Erbil	1413186559734.jpg	city_suburb	Erbil	Erbil	7701662998	5-Apr	236	281	257	167	133	838	1.Major	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.2414314842607,43.989958400237"	0	0	0	0	0	0	0	1	No	No	Yes	e. 500-2000	Unfinished 	Cluster 2	4.Low	43.9899584	36.24143148
—‘Ìœ	»Ì‘Â ‘«“Ì	frc	Dahuk	Zakho	1413448856535.jpg	city_centre	Dahuk	Zakho	7501500688	d. 6-7	9	19	17	14	12	62	3.Minor	3.Minor	4.None	3.Minor	3.Minor	4.None	4.None	4.None	"37.1718675693462,42.7014986428801"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	2.High	42.70149864	37.17186757
ÂÌﬂ· Œ·« 	«Ì«”	frc	Dahuk	Zakho	1413449956732.jpg	city_centre	Dahuk	Zakho	7507867915	d. 6-7	7	16	11	10	11	48	4.None	4.None	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1711632314429,42.70102343303"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.70102343	37.17116323
»‰«Ì… ⁄„«—	«Ì«“	frc	Dahuk	Zakho	1413450644602.jpg	city_centre	Dahuk	Zakho	7503341819	5-Apr	8	10	13	3	11	37	3.Minor	4.None	3.Minor	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1726625100706,42.6993597064701"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	3.Medium	42.69935971	37.17266251
»Œ Ì«—Ì	 «‰ﬂÌ „Ì«Â »Œ Ì«—Ì	iom	Diyala	Khanaqin	1413474615258.jpg	city_suburb	Diyala	Khanaqin	7705348031	5-Apr	5	7	7	1	1	16	3.Minor	3.Minor	3.Minor	1.Major	3.Minor	2.Moderate	1.Major	1.Major	"34.3140753010246,45.3600440107576"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 5	1.Extreme	45.36004401	34.3140753
999	«Ì«”	frc	Dahuk	Zakho	1413452254247.jpg	city_centre	Dahuk	Zakho	7508822808	d. 6-7	11	17	16	12	18	63	4.None	3.Minor	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1735296755469,42.697552677611"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	3.Medium	42.69755268	37.17352968
999	«Ì«“	frc	Dahuk	Zakho	1413452900498.jpg	city_centre	Dahuk	Zakho	7503131824	d. 6-7	8	10	14	17	14	55	3.Minor	4.None	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.176098320813,42.6976289385913"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 1	3.Medium	42.69762894	37.17609832
ﬁ—» ﬂ‰Ì”… √„ «·‰Ê—	„‰ÿﬁ… 128	iom	Erbil	Erbil	1413554631255.jpg	town	Erbil	Erbil	7507124076	d. 6-7	10	20	16	10	9	55	2.Moderate	3.Minor	1.Major	3.Minor	3.Minor	3.Minor	4.None	3.Minor	"36.2372674720869,44.006292490896"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 3	2.High	44.00629249	36.23726747
‰“Ìﬂ »«“«—	„Õ·…Ï œ…œ…	iom	Diyala	Kifri	1413375683505.jpg	city_centre	Diyala	Kifri	7703739151	d. 6-7	5	8	13	8	4	33	4.None	1.Major	4.None	1.Major	1.Major	1.Major	4.None	4.None	"34.6975581119047,44.9662519956268"	0	0	1	0	0	0	0	0	No	Yes	No	a. 0-49	 Mix 	Cluster 2	1.Extreme	44.966252	34.69755811
‰“Ìﬂ »«“«—	„Õ·…œ…œ…	iom	Diyala	Kifri	1413377920383.jpg	city_centre	Diyala	Kifri	7705814924	d. 6-7	5	7	7	7	12	33	2.Moderate	3.Minor	4.None	1.Major	1.Major	1.Major	4.None	4.None	"34.5885229080874,44.9293053835623"	0	0	1	0	0	0	0	0	No	Yes	No	a. 0-49	 Mix 	Cluster 2	1.Extreme	44.92930538	34.58852291
‰“Ìﬂ „ﬂ » ”Ê—«‰	„Õ·… ﬁ»—”«‰	iom	Diyala	Kifri	1413383747405.jpg	city_centre	Diyala	Kifri	7709147101	5-Apr	5	4	5	8	5	22	4.None	2.Moderate	4.None	4.None	2.Moderate	4.None	4.None	4.None	"34.7014720234963,44.9636778031845"	0	0	1	0	0	0	0	0	No	Yes	No	a. 0-49	 Mix 	Cluster 2	4.Low	44.9636778	34.70147202
Cheshtkhanay Qandil	Qandil	iom	Erbil	Koisnjaq	1413284411992.jpg	town	Erbil	Koisnjaq	7503195657	5-Apr	9	8	12	11	11	42	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.0795733629437,44.6494808659997"	0	0	0	1	0	1	0	0	No	Yes	No	a. 0-49	 Concrete Shop 	Cluster 1	5.None	44.64948087	36.07957336
999	œÌ—»Ê‰	reach	Dahuk	Zakho	1414060785834.jpg	isolated	Dahuk	Zakho	7507932936	d. 6-7	140	200	252	175	250	877	1.Major	1.Major	1.Major	1.Major	4.None	4.None	4.None	4.None	"37.0918816308383,42.431726234606"	0	0	0	0	0	0	0	0	No	No	No	e. 500-2000	 Tent 	Cluster 2	2.High	42.43172623	37.09188163
‰“Ìﬂ „⁄„· ‰”ÌÃ	ÕÏ’‰«⁄…	iom	Diyala	Kifri	1413438630255.jpg	city_centre	Diyala	Kifri	7710195008	5-Apr	5	5	8	7	4	24	4.None	2.Moderate	3.Minor	1.Major	1.Major	1.Major	4.None	4.None	"34.6909256013785,44.9466570449361"	0	0	1	0	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Mix 	Cluster 2	2.High	44.94665704	34.6909256
‰“Ìﬂ „⁄„· ‰”ÌÃ	ÕÏ ’‰«⁄…	iom	Diyala	Kifri	1413440041836.jpg	city_centre	Diyala	Kifri	7723075474	d. 6-7	6	6	10	6	9	31	4.None	2.Moderate	4.None	1.Major	1.Major	1.Major	4.None	4.None	"34.6911267986321,44.9469822210353"	0	0	0	1	0	1	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete Shop 	Cluster 2	2.High	44.94698222	34.6911268
‰“Ìﬂ „⁄„· ‰”ÌÃ	ÕÏ ’‰«⁄…	iom	Diyala	Kifri	1413441393902.jpg	city_centre	Diyala	Kifri	7721991445	d. 6-7	5	5	5	10	13	33	1.Major	1.Major	2.Moderate	1.Major	1.Major	1.Major	4.None	4.None	"34.6904283913956,44.9504147605303"	0	1	0	1	0	0	0	1	Yes	Yes	Yes	a. 0-49	Unfinished Mud Concrete 	Cluster 2	1.Extreme	44.95041476	34.69042839
‰“Ìﬂ œ«Ì—…Ï «”«Ì‘	ÕÌ —…„…“«‰	iom	Diyala	Kifri	1413446117580.jpg	city_centre	Diyala	Kifri	7701103876	5-Apr	5	4	11	6	2	23	4.None	1.Major	1.Major	1.Major	1.Major	1.Major	4.None	4.None	"34.5937526489991,44.9270905770987"	1	0	0	0	1	0	0	1	Yes	Yes	Yes	a. 0-49	Unfinished Improvised 	Cluster 2	1.Extreme	44.92709058	34.59375265
‰“Ìﬂ „…ﬂ …» »‰«—	ÕÏ —…„…“«‰	iom	Diyala	Kifri	1413447361120.jpg	city_centre	Diyala	Kifri	7703796625	e. 8-10	7	9	9	12	19	49	4.None	2.Moderate	1.Major	1.Major	1.Major	1.Major	4.None	4.None	"34.5942208075673,44.9281336151305"	0	0	0	1	0	0	0	0	Yes	Yes	No	a. 0-49	 Open Concrete 	Cluster 2	2.High	44.92813362	34.59422081
‰“Ìﬂ „“ﬂ…Ê  Ã»«—…	„Õ·…ÕœÌœ	iom	Diyala	Kifri	1413451973939.jpg	city_centre	Diyala	Kifri	7721885954	e. 8-10	5	12	7	12	11	42	4.None	1.Major	1.Major	1.Major	1.Major	1.Major	4.None	4.None	"34.5885713499231,44.9278056220617"	0	1	1	0	0	0	0	0	Yes	Yes	No	a. 0-49	 Tent Mud Mix 	Cluster 2	1.Extreme	44.92780562	34.58857135
„“ﬂ…Ê Ï Ã»«—…	ﬂ…—…ﬂÏ Ã»«—…	iom	Diyala	Kifri	1413453976082.jpg	city_centre	Diyala	Kifri	7722894169	5-Apr	5	7	4	4	6	21	4.None	1.Major	1.Major	1.Major	1.Major	1.Major	4.None	4.None	"34.5881916972202,44.929283327017"	0	1	0	1	0	0	0	1	Yes	Yes	Yes	a. 0-49	Unfinished Mud Concrete 	Cluster 2	1.Extreme	44.92928333	34.5881917
‰“Ìﬂ »—Ê“…Ï «ÊÏ Ã»«—…	ÕÏ ⁄”ﬂ—Ï	iom	Diyala	Kifri	1413459826162.jpg	city_centre	Diyala	Kifri	7708634056	5-Apr	11	13	12	15	10	50	1.Major	1.Major	1.Major	1.Major	1.Major	1.Major	4.None	4.None	"34.5963488270619,44.930811124778"	0	0	1	0	0	0	0	1	No	Yes	Yes	b. 50-99	Unfinished Mix 	Cluster 2	1.Extreme	44.93081112	34.59634883
‰“Ìﬂ ﬁ»—”«‰	»«Ê…‘«”Ê«—	iom	Diyala	Kifri	1413525572470.jpg	city_centre	Diyala	Kifri	7700972251	5-Apr	5	5	8	3	1	17	1.Major	1.Major	1.Major	1.Major	1.Major	1.Major	4.None	4.None	"34.705093044304,44.9575815240202"	0	1	1	0	0	0	0	0	Yes	Yes	No	a. 0-49	 Mud Mix 	Cluster 2	1.Extreme	44.95758152	34.70509304
”Ì«—Â  Ìﬂ«	—Ê” Ì‰ﬂÌ	harikar	Dahuk	Amedi	1413703929013.jpg	city_suburb	Dahuk	Amedi	7503366941	d. 6-7	6	8	10	7	11	36	3.Minor	1.Major	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	"37.0110244599664,43.223566859852"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 2	3.Medium	43.22356686	37.01102446
œ«— ÂÊ“«‰	 ·ﬂ»—	reach	Dahuk	Zakho	1413274288426.jpg	city_suburb	Dahuk	Zakho	7502135783	5-Apr	7	8	6	14	4	32	4.None	4.None	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"37.1709940771281,42.749704106052"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.74970411	37.17099408
„‰ÿﬁ… ”Ì«ÕÌ…	”Ì«—Â  Ìﬂ«	harikar	Dahuk	Amedi	1413705073786.jpg	isolated	Dahuk	Amedi	7507875339	d. 6-7	5	8	9	6	10	33	3.Minor	1.Major	3.Minor	2.Moderate	4.None	4.None	1.Major	4.None	"37.012107331452,43.2240909182497"	0	0	1	0	0	0	0	0	No	Yes	No	a. 0-49	 Mix 	Cluster 2	2.High	43.22409092	37.01210733
«‘Ê«	ﬁ’— ’œ«„ «·ﬁœÌ„	harikar	Dahuk	Amedi	1413707195523.jpg	city_suburb	Dahuk	Amedi	7705916456	d. 6-7	6	9	7	8	6	30	1.Major	1.Major	3.Minor	3.Minor	4.None	4.None	4.None	4.None	"37.0252458960207,43.2906356864545"	0	0	1	0	0	0	0	0	No	Yes	No	a. 0-49	 Mix 	Cluster 2	2.High	43.29063569	37.0252459
»Ìœ«—Ì	”Ì„«·ﬂ«	iom	Dahuk	Zakho	1413707743880.jpg	city_centre	Dahuk	Zakho	7507846883	d. 6-7	40	75	43	34	51	203	3.Minor	3.Minor	4.None	4.None	4.None	4.None	4.None	4.None	"37.1673898741046,42.6878077121026"	0	0	0	1	0	0	0	0	No	Yes	No	c. 100-249	 Concrete 	Cluster 1	4.Low	42.68780771	37.16738987
»Ìœ«—Ì	”Ì„«·ﬂ«	iom	Dahuk	Zakho	1413709069329.jpg	city_centre	Dahuk	Zakho	7501306419	e. 8-10	10	15	14	21	25	75	2.Moderate	1.Major	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"37.1676356110452,42.6842182808477"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	3.Medium	42.68421828	37.16763561
»Ìœ«—	”Ì „«·ﬂ«	iom	Dahuk	Zakho	1413711194589.jpg	city_centre	Dahuk	Zakho	7507614168	f. >10	14	28	32	38	43	141	2.Moderate	1.Major	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"37.1699689767922,42.6740597911668"	0	0	0	0	0	1	0	0	No	Yes	No	c. 100-249	 Shop 	Cluster 2	3.Medium	42.67405979	37.16996898
»Ìœ«—Ì	”Ì „«·ﬂ«	iom	Dahuk	Zakho	1413711563104.jpg	city_centre	Dahuk	Zakho	7502117815	d. 6-7	5	5	6	9	6	26	2.Moderate	2.Moderate	2.Moderate	3.Minor	3.Minor	4.None	4.None	4.None	"37.1698928596528,42.6739888405315"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	3.Medium	42.67398884	37.16989286
»Ìœ«—Ì	”Ì„«·ﬂ«	iom	Dahuk	Zakho	1413712114828.jpg	city_centre	Dahuk	Zakho	7507864963	d. 6-7	57	55	85	72	93	305	2.Moderate	1.Major	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"37.1592635105732,42.6654689280566"	0	0	0	0	0	1	0	0	No	Yes	No	d. 250-499	 Shop 	Cluster 2	3.Medium	42.66546893	37.15926351
»Ìœ«—Ì	”Ì„«·ﬂ«	iom	Dahuk	Zakho	1413712471115.jpg	city_centre	Dahuk	Zakho	7507063965	d. 6-7	74	93	115	111	120	439	2.Moderate	1.Major	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"37.1596831116648,42.6667245772141"	0	0	0	0	0	1	0	0	No	Yes	No	d. 250-499	 Shop 	Cluster 2	3.Medium	42.66672458	37.15968311
»Ìœ«—	”Ì„«·ﬂ«	iom	Dahuk	Zakho	1413712992895.jpg	city_centre	Dahuk	Zakho	7503135874	d. 6-7	57	69	86	105	108	368	2.Moderate	1.Major	2.Moderate	3.Minor	4.None	4.None	4.None	4.None	"37.1588494570655,42.6657387608145"	0	0	0	0	0	1	1	0	No	Yes	No	d. 250-499	 Shop Appart	Cluster 2	3.Medium	42.66573876	37.15884946
«Ì Ì 	„œÌ‰… œÂÊﬂ	unhcr	Dahuk	Dahuk	1413718204009.jpg	city_suburb	Dahuk	Dahuk	7507940374	5-Apr	5	6	7	6	5	24	4.None	4.None	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"36.8419871549262,43.0803937720004"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	43.08039377	36.84198715
œ«— ÂÊ“«‰	 · ﬂ»—	reach	Dahuk	Zakho	1413273675401.jpg	town	Dahuk	Zakho	7507859602	d. 6-7	6	8	9	10	12	39	4.None	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	"37.170785830706,42.7494756321936"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.74947563	37.17078583
„‰ÿﬁ… «Ì Ì Ì	„œÌ‰… œÂÊﬂ	unhcr	Dahuk	Dahuk	1413719730527.jpg	city_suburb	Dahuk	Dahuk	7507866560	e. 8-10	11	15	16	25	27	83	1.Major	1.Major	4.None	2.Moderate	2.Moderate	4.None	4.None	4.None	"36.8421133251911,43.0801899723852"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	2.High	43.08018997	36.84211333
„‰ÿﬁ… «Ì Ì Ì	„œÌ‰… œÂÊﬂ	unhcr	Dahuk	Dahuk	1413721087066.jpg	city_suburb	Dahuk	Dahuk	7507544928	d. 6-7	18	25	30	32	22	109	4.None	4.None	3.Minor	2.Moderate	2.Moderate	4.None	4.None	4.None	"36.8428390815615,43.0760566380295"	0	0	0	0	0	0	0	1	No	No	Yes	c. 100-249	Unfinished 	Cluster 2	4.Low	43.07605664	36.84283908
ÂÌﬂ· ÂÊ«— ÕÃÌ	»«‰Â ”Ê—Â	drc	Dahuk	Dahuk	1413711147900.jpg	isolated	Dahuk	Dahuk	7707496642	d. 6-7	5	10	8	9	5	32	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0154386432841,43.0154115054756"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.01541151	37.01543864
ÂÌﬂ· ‰‘Ê«‰	»«‰Â ”Ê—	drc	Dahuk	Dahuk	1413711478084.jpg	isolated	Dahuk	Dahuk	7701683748	e. 8-10	3	9	8	5	5	27	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0151871442795,43.0150945857167"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.01509459	37.01518714
999	‘«Ê—Ìﬂ	drc	Dahuk	Dahuk	1413712341350.jpg	isolated	Dahuk	Dahuk	7507351694	d. 6-7	3	7	5	4	3	19	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.0068482821807,42.9866138007492"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.9866138	37.00684828
